,Cases,City,CityCode,Country,CountryCode,Date,Lat,Lon,Province,Status,Daily_cases,Daily_count
0,106,,,Singapore,SG,2020-03-01T00:00:00Z,1.35,103.82,,confirmed,0.0,106.0
1,108,,,Singapore,SG,2020-03-02T00:00:00Z,1.35,103.82,,confirmed,106.0,2.0
2,110,,,Singapore,SG,2020-03-03T00:00:00Z,1.35,103.82,,confirmed,108.0,2.0
3,110,,,Singapore,SG,2020-03-04T00:00:00Z,1.35,103.82,,confirmed,110.0,0.0
4,117,,,Singapore,SG,2020-03-05T00:00:00Z,1.35,103.82,,confirmed,110.0,7.0
5,130,,,Singapore,SG,2020-03-06T00:00:00Z,1.35,103.82,,confirmed,117.0,13.0
6,138,,,Singapore,SG,2020-03-07T00:00:00Z,1.35,103.82,,confirmed,130.0,8.0
7,150,,,Singapore,SG,2020-03-08T00:00:00Z,1.35,103.82,,confirmed,138.0,12.0
8,150,,,Singapore,SG,2020-03-09T00:00:00Z,1.35,103.82,,confirmed,150.0,0.0
9,160,,,Singapore,SG,2020-03-10T00:00:00Z,1.35,103.82,,confirmed,150.0,10.0
10,178,,,Singapore,SG,2020-03-11T00:00:00Z,1.35,103.82,,confirmed,160.0,18.0
11,178,,,Singapore,SG,2020-03-12T00:00:00Z,1.35,103.82,,confirmed,178.0,0.0
12,200,,,Singapore,SG,2020-03-13T00:00:00Z,1.35,103.82,,confirmed,178.0,22.0
13,212,,,Singapore,SG,2020-03-14T00:00:00Z,1.35,103.82,,confirmed,200.0,12.0
14,226,,,Singapore,SG,2020-03-15T00:00:00Z,1.35,103.82,,confirmed,212.0,14.0
15,243,,,Singapore,SG,2020-03-16T00:00:00Z,1.35,103.82,,confirmed,226.0,17.0
16,266,,,Singapore,SG,2020-03-17T00:00:00Z,1.35,103.82,,confirmed,243.0,23.0
17,313,,,Singapore,SG,2020-03-18T00:00:00Z,1.35,103.82,,confirmed,266.0,47.0
18,345,,,Singapore,SG,2020-03-19T00:00:00Z,1.35,103.82,,confirmed,313.0,32.0
19,385,,,Singapore,SG,2020-03-20T00:00:00Z,1.35,103.82,,confirmed,345.0,40.0
20,432,,,Singapore,SG,2020-03-21T00:00:00Z,1.35,103.82,,confirmed,385.0,47.0
21,455,,,Singapore,SG,2020-03-22T00:00:00Z,1.35,103.82,,confirmed,432.0,23.0
22,509,,,Singapore,SG,2020-03-23T00:00:00Z,1.35,103.82,,confirmed,455.0,54.0
23,558,,,Singapore,SG,2020-03-24T00:00:00Z,1.35,103.82,,confirmed,509.0,49.0
24,631,,,Singapore,SG,2020-03-25T00:00:00Z,1.35,103.82,,confirmed,558.0,73.0
25,683,,,Singapore,SG,2020-03-26T00:00:00Z,1.35,103.82,,confirmed,631.0,52.0
26,732,,,Singapore,SG,2020-03-27T00:00:00Z,1.35,103.82,,confirmed,683.0,49.0
27,802,,,Singapore,SG,2020-03-28T00:00:00Z,1.35,103.82,,confirmed,732.0,70.0
28,844,,,Singapore,SG,2020-03-29T00:00:00Z,1.35,103.82,,confirmed,802.0,42.0
29,879,,,Singapore,SG,2020-03-30T00:00:00Z,1.35,103.82,,confirmed,844.0,35.0
30,926,,,Singapore,SG,2020-03-31T00:00:00Z,1.35,103.82,,confirmed,879.0,47.0
31,1000,,,Singapore,SG,2020-04-01T00:00:00Z,1.35,103.82,,confirmed,926.0,74.0
32,1049,,,Singapore,SG,2020-04-02T00:00:00Z,1.35,103.82,,confirmed,1000.0,49.0
33,1114,,,Singapore,SG,2020-04-03T00:00:00Z,1.35,103.82,,confirmed,1049.0,65.0
34,1189,,,Singapore,SG,2020-04-04T00:00:00Z,1.35,103.82,,confirmed,1114.0,75.0
35,1309,,,Singapore,SG,2020-04-05T00:00:00Z,1.35,103.82,,confirmed,1189.0,120.0
36,1375,,,Singapore,SG,2020-04-06T00:00:00Z,1.35,103.82,,confirmed,1309.0,66.0
37,1481,,,Singapore,SG,2020-04-07T00:00:00Z,1.35,103.82,,confirmed,1375.0,106.0
38,1623,,,Singapore,SG,2020-04-08T00:00:00Z,1.35,103.82,,confirmed,1481.0,142.0
39,1910,,,Singapore,SG,2020-04-09T00:00:00Z,1.35,103.82,,confirmed,1623.0,287.0
40,2108,,,Singapore,SG,2020-04-10T00:00:00Z,1.35,103.82,,confirmed,1910.0,198.0
41,2299,,,Singapore,SG,2020-04-11T00:00:00Z,1.35,103.82,,confirmed,2108.0,191.0
42,2532,,,Singapore,SG,2020-04-12T00:00:00Z,1.35,103.82,,confirmed,2299.0,233.0
43,2918,,,Singapore,SG,2020-04-13T00:00:00Z,1.35,103.82,,confirmed,2532.0,386.0
44,3252,,,Singapore,SG,2020-04-14T00:00:00Z,1.35,103.82,,confirmed,2918.0,334.0
45,3699,,,Singapore,SG,2020-04-15T00:00:00Z,1.35,103.82,,confirmed,3252.0,447.0
46,4427,,,Singapore,SG,2020-04-16T00:00:00Z,1.35,103.82,,confirmed,3699.0,728.0
47,5050,,,Singapore,SG,2020-04-17T00:00:00Z,1.35,103.82,,confirmed,4427.0,623.0
48,5992,,,Singapore,SG,2020-04-18T00:00:00Z,1.35,103.82,,confirmed,5050.0,942.0
49,6588,,,Singapore,SG,2020-04-19T00:00:00Z,1.35,103.82,,confirmed,5992.0,596.0
50,8014,,,Singapore,SG,2020-04-20T00:00:00Z,1.35,103.82,,confirmed,6588.0,1426.0
51,9125,,,Singapore,SG,2020-04-21T00:00:00Z,1.35,103.82,,confirmed,8014.0,1111.0
52,10141,,,Singapore,SG,2020-04-22T00:00:00Z,1.35,103.82,,confirmed,9125.0,1016.0
53,11178,,,Singapore,SG,2020-04-23T00:00:00Z,1.35,103.82,,confirmed,10141.0,1037.0
54,12075,,,Singapore,SG,2020-04-24T00:00:00Z,1.35,103.82,,confirmed,11178.0,897.0
55,12693,,,Singapore,SG,2020-04-25T00:00:00Z,1.35,103.82,,confirmed,12075.0,618.0
56,13624,,,Singapore,SG,2020-04-26T00:00:00Z,1.35,103.82,,confirmed,12693.0,931.0
57,14423,,,Singapore,SG,2020-04-27T00:00:00Z,1.35,103.82,,confirmed,13624.0,799.0
58,14951,,,Singapore,SG,2020-04-28T00:00:00Z,1.35,103.82,,confirmed,14423.0,528.0
59,15641,,,Singapore,SG,2020-04-29T00:00:00Z,1.35,103.82,,confirmed,14951.0,690.0
60,16169,,,Singapore,SG,2020-04-30T00:00:00Z,1.35,103.82,,confirmed,15641.0,528.0
61,17101,,,Singapore,SG,2020-05-01T00:00:00Z,1.35,103.82,,confirmed,16169.0,932.0
62,17548,,,Singapore,SG,2020-05-02T00:00:00Z,1.35,103.82,,confirmed,17101.0,447.0
63,18205,,,Singapore,SG,2020-05-03T00:00:00Z,1.35,103.82,,confirmed,17548.0,657.0
64,18778,,,Singapore,SG,2020-05-04T00:00:00Z,1.35,103.82,,confirmed,18205.0,573.0
65,19410,,,Singapore,SG,2020-05-05T00:00:00Z,1.35,103.82,,confirmed,18778.0,632.0
66,20198,,,Singapore,SG,2020-05-06T00:00:00Z,1.35,103.82,,confirmed,19410.0,788.0
67,20939,,,Singapore,SG,2020-05-07T00:00:00Z,1.35,103.82,,confirmed,20198.0,741.0
68,21707,,,Singapore,SG,2020-05-08T00:00:00Z,1.35,103.82,,confirmed,20939.0,768.0
69,22460,,,Singapore,SG,2020-05-09T00:00:00Z,1.35,103.82,,confirmed,21707.0,753.0
70,23336,,,Singapore,SG,2020-05-10T00:00:00Z,1.35,103.82,,confirmed,22460.0,876.0
71,23822,,,Singapore,SG,2020-05-11T00:00:00Z,1.35,103.82,,confirmed,23336.0,486.0
72,24671,,,Singapore,SG,2020-05-12T00:00:00Z,1.35,103.82,,confirmed,23822.0,849.0
73,25346,,,Singapore,SG,2020-05-13T00:00:00Z,1.35,103.82,,confirmed,24671.0,675.0
74,26098,,,Singapore,SG,2020-05-14T00:00:00Z,1.35,103.82,,confirmed,25346.0,752.0
75,26891,,,Singapore,SG,2020-05-15T00:00:00Z,1.35,103.82,,confirmed,26098.0,793.0
76,27356,,,Singapore,SG,2020-05-16T00:00:00Z,1.35,103.82,,confirmed,26891.0,465.0
77,28038,,,Singapore,SG,2020-05-17T00:00:00Z,1.35,103.82,,confirmed,27356.0,682.0
78,28343,,,Singapore,SG,2020-05-18T00:00:00Z,1.35,103.82,,confirmed,28038.0,305.0
79,28794,,,Singapore,SG,2020-05-19T00:00:00Z,1.35,103.82,,confirmed,28343.0,451.0
80,29364,,,Singapore,SG,2020-05-20T00:00:00Z,1.35,103.82,,confirmed,28794.0,570.0
81,29812,,,Singapore,SG,2020-05-21T00:00:00Z,1.35,103.82,,confirmed,29364.0,448.0
82,30426,,,Singapore,SG,2020-05-22T00:00:00Z,1.35,103.82,,confirmed,29812.0,614.0
83,31068,,,Singapore,SG,2020-05-23T00:00:00Z,1.35,103.82,,confirmed,30426.0,642.0
84,31616,,,Singapore,SG,2020-05-24T00:00:00Z,1.35,103.82,,confirmed,31068.0,548.0
85,31960,,,Singapore,SG,2020-05-25T00:00:00Z,1.35,103.82,,confirmed,31616.0,344.0
86,32343,,,Singapore,SG,2020-05-26T00:00:00Z,1.35,103.82,,confirmed,31960.0,383.0
87,32876,,,Singapore,SG,2020-05-27T00:00:00Z,1.35,103.82,,confirmed,32343.0,533.0
88,33249,,,Singapore,SG,2020-05-28T00:00:00Z,1.35,103.82,,confirmed,32876.0,373.0
89,33860,,,Singapore,SG,2020-05-29T00:00:00Z,1.35,103.82,,confirmed,33249.0,611.0
90,34366,,,Singapore,SG,2020-05-30T00:00:00Z,1.35,103.82,,confirmed,33860.0,506.0
91,34884,,,Singapore,SG,2020-05-31T00:00:00Z,1.35,103.82,,confirmed,34366.0,518.0
92,35292,,,Singapore,SG,2020-06-01T00:00:00Z,1.35,103.82,,confirmed,34884.0,408.0
93,35836,,,Singapore,SG,2020-06-02T00:00:00Z,1.35,103.82,,confirmed,35292.0,544.0
94,36405,,,Singapore,SG,2020-06-03T00:00:00Z,1.35,103.82,,confirmed,35836.0,569.0
95,36922,,,Singapore,SG,2020-06-04T00:00:00Z,1.35,103.82,,confirmed,36405.0,517.0
96,37183,,,Singapore,SG,2020-06-05T00:00:00Z,1.35,103.82,,confirmed,36922.0,261.0
97,37527,,,Singapore,SG,2020-06-06T00:00:00Z,1.35,103.82,,confirmed,37183.0,344.0
98,37910,,,Singapore,SG,2020-06-07T00:00:00Z,1.35,103.82,,confirmed,37527.0,383.0
99,38296,,,Singapore,SG,2020-06-08T00:00:00Z,1.35,103.82,,confirmed,37910.0,386.0
100,38514,,,Singapore,SG,2020-06-09T00:00:00Z,1.35,103.82,,confirmed,38296.0,218.0
101,38965,,,Singapore,SG,2020-06-10T00:00:00Z,1.35,103.82,,confirmed,38514.0,451.0
102,39387,,,Singapore,SG,2020-06-11T00:00:00Z,1.35,103.82,,confirmed,38965.0,422.0
103,39850,,,Singapore,SG,2020-06-12T00:00:00Z,1.35,103.82,,confirmed,39387.0,463.0
104,40197,,,Singapore,SG,2020-06-13T00:00:00Z,1.35,103.82,,confirmed,39850.0,347.0
105,40604,,,Singapore,SG,2020-06-14T00:00:00Z,1.35,103.82,,confirmed,40197.0,407.0
106,40818,,,Singapore,SG,2020-06-15T00:00:00Z,1.35,103.82,,confirmed,40604.0,214.0
107,40969,,,Singapore,SG,2020-06-16T00:00:00Z,1.35,103.82,,confirmed,40818.0,151.0
108,41216,,,Singapore,SG,2020-06-17T00:00:00Z,1.35,103.82,,confirmed,40969.0,247.0
109,41473,,,Singapore,SG,2020-06-18T00:00:00Z,1.35,103.82,,confirmed,41216.0,257.0
110,41615,,,Singapore,SG,2020-06-19T00:00:00Z,1.35,103.82,,confirmed,41473.0,142.0
111,41833,,,Singapore,SG,2020-06-20T00:00:00Z,1.35,103.82,,confirmed,41615.0,218.0
112,42095,,,Singapore,SG,2020-06-21T00:00:00Z,1.35,103.82,,confirmed,41833.0,262.0
113,42313,,,Singapore,SG,2020-06-22T00:00:00Z,1.35,103.82,,confirmed,42095.0,218.0
114,42432,,,Singapore,SG,2020-06-23T00:00:00Z,1.35,103.82,,confirmed,42313.0,119.0
115,42623,,,Singapore,SG,2020-06-24T00:00:00Z,1.35,103.82,,confirmed,42432.0,191.0
116,42736,,,Singapore,SG,2020-06-25T00:00:00Z,1.35,103.82,,confirmed,42623.0,113.0
117,42955,,,Singapore,SG,2020-06-26T00:00:00Z,1.35,103.82,,confirmed,42736.0,219.0
118,43246,,,Singapore,SG,2020-06-27T00:00:00Z,1.35,103.82,,confirmed,42955.0,291.0
119,43459,,,Singapore,SG,2020-06-28T00:00:00Z,1.35,103.82,,confirmed,43246.0,213.0
120,43661,,,Singapore,SG,2020-06-29T00:00:00Z,1.35,103.82,,confirmed,43459.0,202.0
121,43907,,,Singapore,SG,2020-06-30T00:00:00Z,1.35,103.82,,confirmed,43661.0,246.0
122,44122,,,Singapore,SG,2020-07-01T00:00:00Z,1.35,103.82,,confirmed,43907.0,215.0
123,44310,,,Singapore,SG,2020-07-02T00:00:00Z,1.35,103.82,,confirmed,44122.0,188.0
124,44479,,,Singapore,SG,2020-07-03T00:00:00Z,1.35,103.82,,confirmed,44310.0,169.0
125,44664,,,Singapore,SG,2020-07-04T00:00:00Z,1.35,103.82,,confirmed,44479.0,185.0
126,44800,,,Singapore,SG,2020-07-05T00:00:00Z,1.35,103.82,,confirmed,44664.0,136.0
127,44983,,,Singapore,SG,2020-07-06T00:00:00Z,1.35,103.82,,confirmed,44800.0,183.0
128,45140,,,Singapore,SG,2020-07-07T00:00:00Z,1.35,103.82,,confirmed,44983.0,157.0
129,45298,,,Singapore,SG,2020-07-08T00:00:00Z,1.35,103.82,,confirmed,45140.0,158.0
130,45423,,,Singapore,SG,2020-07-09T00:00:00Z,1.35,103.82,,confirmed,45298.0,125.0
131,45614,,,Singapore,SG,2020-07-10T00:00:00Z,1.35,103.82,,confirmed,45423.0,191.0
132,45783,,,Singapore,SG,2020-07-11T00:00:00Z,1.35,103.82,,confirmed,45614.0,169.0
133,45961,,,Singapore,SG,2020-07-12T00:00:00Z,1.35,103.82,,confirmed,45783.0,178.0
134,46283,,,Singapore,SG,2020-07-13T00:00:00Z,1.35,103.82,,confirmed,45961.0,322.0
135,46630,,,Singapore,SG,2020-07-14T00:00:00Z,1.35,103.82,,confirmed,46283.0,347.0
136,46878,,,Singapore,SG,2020-07-15T00:00:00Z,1.35,103.82,,confirmed,46630.0,248.0
137,47126,,,Singapore,SG,2020-07-16T00:00:00Z,1.35,103.82,,confirmed,46878.0,248.0
138,47453,,,Singapore,SG,2020-07-17T00:00:00Z,1.35,103.82,,confirmed,47126.0,327.0
139,47655,,,Singapore,SG,2020-07-18T00:00:00Z,1.35,103.82,,confirmed,47453.0,202.0
140,47912,,,Singapore,SG,2020-07-19T00:00:00Z,1.35,103.82,,confirmed,47655.0,257.0
141,48035,,,Singapore,SG,2020-07-20T00:00:00Z,1.35,103.82,,confirmed,47912.0,123.0
142,48434,,,Singapore,SG,2020-07-21T00:00:00Z,1.35,103.82,,confirmed,48035.0,399.0
143,48744,,,Singapore,SG,2020-07-22T00:00:00Z,1.35,103.82,,confirmed,48434.0,310.0
144,49098,,,Singapore,SG,2020-07-23T00:00:00Z,1.35,103.82,,confirmed,48744.0,354.0
145,49375,,,Singapore,SG,2020-07-24T00:00:00Z,1.35,103.82,,confirmed,49098.0,277.0
146,49888,,,Singapore,SG,2020-07-25T00:00:00Z,1.35,103.82,,confirmed,49375.0,513.0
147,50369,,,Singapore,SG,2020-07-26T00:00:00Z,1.35,103.82,,confirmed,49888.0,481.0
148,50838,,,Singapore,SG,2020-07-27T00:00:00Z,1.35,103.82,,confirmed,50369.0,469.0
149,51197,,,Singapore,SG,2020-07-28T00:00:00Z,1.35,103.82,,confirmed,50838.0,359.0
150,51531,,,Singapore,SG,2020-07-29T00:00:00Z,1.35,103.82,,confirmed,51197.0,334.0
151,51809,,,Singapore,SG,2020-07-30T00:00:00Z,1.35,103.82,,confirmed,51531.0,278.0
152,52205,,,Singapore,SG,2020-07-31T00:00:00Z,1.35,103.82,,confirmed,51809.0,396.0
153,52512,,,Singapore,SG,2020-08-01T00:00:00Z,1.35,103.82,,confirmed,52205.0,307.0
154,52825,,,Singapore,SG,2020-08-02T00:00:00Z,1.35,103.82,,confirmed,52512.0,313.0
155,53051,,,Singapore,SG,2020-08-03T00:00:00Z,1.35,103.82,,confirmed,52825.0,226.0
156,53346,,,Singapore,SG,2020-08-04T00:00:00Z,1.35,103.82,,confirmed,53051.0,295.0
157,54254,,,Singapore,SG,2020-08-05T00:00:00Z,1.35,103.82,,confirmed,53346.0,908.0
158,54555,,,Singapore,SG,2020-08-06T00:00:00Z,1.35,103.82,,confirmed,54254.0,301.0
159,54797,,,Singapore,SG,2020-08-07T00:00:00Z,1.35,103.82,,confirmed,54555.0,242.0
160,54929,,,Singapore,SG,2020-08-08T00:00:00Z,1.35,103.82,,confirmed,54797.0,132.0
161,55104,,,Singapore,SG,2020-08-09T00:00:00Z,1.35,103.82,,confirmed,54929.0,175.0
162,55292,,,Singapore,SG,2020-08-10T00:00:00Z,1.35,103.82,,confirmed,55104.0,188.0
163,55353,,,Singapore,SG,2020-08-11T00:00:00Z,1.35,103.82,,confirmed,55292.0,61.0
164,55395,,,Singapore,SG,2020-08-12T00:00:00Z,1.35,103.82,,confirmed,55353.0,42.0
165,55497,,,Singapore,SG,2020-08-13T00:00:00Z,1.35,103.82,,confirmed,55395.0,102.0
166,55580,,,Singapore,SG,2020-08-14T00:00:00Z,1.35,103.82,,confirmed,55497.0,83.0
167,55661,,,Singapore,SG,2020-08-15T00:00:00Z,1.35,103.82,,confirmed,55580.0,81.0
168,55747,,,Singapore,SG,2020-08-16T00:00:00Z,1.35,103.82,,confirmed,55661.0,86.0
169,55838,,,Singapore,SG,2020-08-17T00:00:00Z,1.35,103.82,,confirmed,55747.0,91.0
170,55938,,,Singapore,SG,2020-08-18T00:00:00Z,1.35,103.82,,confirmed,55838.0,100.0
171,56031,,,Singapore,SG,2020-08-19T00:00:00Z,1.35,103.82,,confirmed,55938.0,93.0
172,56099,,,Singapore,SG,2020-08-20T00:00:00Z,1.35,103.82,,confirmed,56031.0,68.0
173,56216,,,Singapore,SG,2020-08-21T00:00:00Z,1.35,103.82,,confirmed,56099.0,117.0
174,56266,,,Singapore,SG,2020-08-22T00:00:00Z,1.35,103.82,,confirmed,56216.0,50.0
175,56353,,,Singapore,SG,2020-08-23T00:00:00Z,1.35,103.82,,confirmed,56266.0,87.0
176,56404,,,Singapore,SG,2020-08-24T00:00:00Z,1.35,103.82,,confirmed,56353.0,51.0
177,56435,,,Singapore,SG,2020-08-25T00:00:00Z,1.35,103.82,,confirmed,56404.0,31.0
178,56495,,,Singapore,SG,2020-08-26T00:00:00Z,1.35,103.82,,confirmed,56435.0,60.0
179,56572,,,Singapore,SG,2020-08-27T00:00:00Z,1.35,103.82,,confirmed,56495.0,77.0
180,56666,,,Singapore,SG,2020-08-28T00:00:00Z,1.35,103.82,,confirmed,56572.0,94.0
181,56717,,,Singapore,SG,2020-08-29T00:00:00Z,1.35,103.82,,confirmed,56666.0,51.0
182,56771,,,Singapore,SG,2020-08-30T00:00:00Z,1.35,103.82,,confirmed,56717.0,54.0
183,56812,,,Singapore,SG,2020-08-31T00:00:00Z,1.35,103.82,,confirmed,56771.0,41.0
184,56852,,,Singapore,SG,2020-09-01T00:00:00Z,1.35,103.82,,confirmed,56812.0,40.0
185,56860,,,Singapore,SG,2020-09-02T00:00:00Z,1.35,103.82,,confirmed,56852.0,8.0
186,56908,,,Singapore,SG,2020-09-03T00:00:00Z,1.35,103.82,,confirmed,56860.0,48.0
187,56948,,,Singapore,SG,2020-09-04T00:00:00Z,1.35,103.82,,confirmed,56908.0,40.0
188,56982,,,Singapore,SG,2020-09-05T00:00:00Z,1.35,103.82,,confirmed,56948.0,34.0
189,57022,,,Singapore,SG,2020-09-06T00:00:00Z,1.35,103.82,,confirmed,56982.0,40.0
190,57044,,,Singapore,SG,2020-09-07T00:00:00Z,1.35,103.82,,confirmed,57022.0,22.0
191,57091,,,Singapore,SG,2020-09-08T00:00:00Z,1.35,103.82,,confirmed,57044.0,47.0
192,57166,,,Singapore,SG,2020-09-09T00:00:00Z,1.35,103.82,,confirmed,57091.0,75.0
193,57229,,,Singapore,SG,2020-09-10T00:00:00Z,1.35,103.82,,confirmed,57166.0,63.0
194,57315,,,Singapore,SG,2020-09-11T00:00:00Z,1.35,103.82,,confirmed,57229.0,86.0
195,57357,,,Singapore,SG,2020-09-12T00:00:00Z,1.35,103.82,,confirmed,57315.0,42.0
196,57406,,,Singapore,SG,2020-09-13T00:00:00Z,1.35,103.82,,confirmed,57357.0,49.0
197,57454,,,Singapore,SG,2020-09-14T00:00:00Z,1.35,103.82,,confirmed,57406.0,48.0
198,57488,,,Singapore,SG,2020-09-15T00:00:00Z,1.35,103.82,,confirmed,57454.0,34.0
199,57514,,,Singapore,SG,2020-09-16T00:00:00Z,1.35,103.82,,confirmed,57488.0,26.0
200,57532,,,Singapore,SG,2020-09-17T00:00:00Z,1.35,103.82,,confirmed,57514.0,18.0
201,57543,,,Singapore,SG,2020-09-18T00:00:00Z,1.35,103.82,,confirmed,57532.0,11.0
202,57558,,,Singapore,SG,2020-09-19T00:00:00Z,1.35,103.82,,confirmed,57543.0,15.0
203,57576,,,Singapore,SG,2020-09-20T00:00:00Z,1.35,103.82,,confirmed,57558.0,18.0
204,57606,,,Singapore,SG,2020-09-21T00:00:00Z,1.35,103.82,,confirmed,57576.0,30.0
205,57627,,,Singapore,SG,2020-09-22T00:00:00Z,1.35,103.82,,confirmed,57606.0,21.0
206,57639,,,Singapore,SG,2020-09-23T00:00:00Z,1.35,103.82,,confirmed,57627.0,12.0
207,57654,,,Singapore,SG,2020-09-24T00:00:00Z,1.35,103.82,,confirmed,57639.0,15.0
208,57665,,,Singapore,SG,2020-09-25T00:00:00Z,1.35,103.82,,confirmed,57654.0,11.0
209,57685,,,Singapore,SG,2020-09-26T00:00:00Z,1.35,103.82,,confirmed,57665.0,20.0
210,57700,,,Singapore,SG,2020-09-27T00:00:00Z,1.35,103.82,,confirmed,57685.0,15.0
211,57715,,,Singapore,SG,2020-09-28T00:00:00Z,1.35,103.82,,confirmed,57700.0,15.0
212,57742,,,Singapore,SG,2020-09-29T00:00:00Z,1.35,103.82,,confirmed,57715.0,27.0
213,57765,,,Singapore,SG,2020-09-30T00:00:00Z,1.35,103.82,,confirmed,57742.0,23.0
214,57784,,,Singapore,SG,2020-10-01T00:00:00Z,1.35,103.82,,confirmed,57765.0,19.0
215,57794,,,Singapore,SG,2020-10-02T00:00:00Z,1.35,103.82,,confirmed,57784.0,10.0
216,57800,,,Singapore,SG,2020-10-03T00:00:00Z,1.35,103.82,,confirmed,57794.0,6.0
217,57812,,,Singapore,SG,2020-10-04T00:00:00Z,1.35,103.82,,confirmed,57800.0,12.0
218,57819,,,Singapore,SG,2020-10-05T00:00:00Z,1.35,103.82,,confirmed,57812.0,7.0
219,57830,,,Singapore,SG,2020-10-06T00:00:00Z,1.35,103.82,,confirmed,57819.0,11.0
220,57840,,,Singapore,SG,2020-10-07T00:00:00Z,1.35,103.82,,confirmed,57830.0,10.0
221,57849,,,Singapore,SG,2020-10-08T00:00:00Z,1.35,103.82,,confirmed,57840.0,9.0
222,57859,,,Singapore,SG,2020-10-09T00:00:00Z,1.35,103.82,,confirmed,57849.0,10.0
223,57866,,,Singapore,SG,2020-10-10T00:00:00Z,1.35,103.82,,confirmed,57859.0,7.0
224,57876,,,Singapore,SG,2020-10-11T00:00:00Z,1.35,103.82,,confirmed,57866.0,10.0
225,57880,,,Singapore,SG,2020-10-12T00:00:00Z,1.35,103.82,,confirmed,57876.0,4.0
226,57884,,,Singapore,SG,2020-10-13T00:00:00Z,1.35,103.82,,confirmed,57880.0,4.0
227,57889,,,Singapore,SG,2020-10-14T00:00:00Z,1.35,103.82,,confirmed,57884.0,5.0
228,57892,,,Singapore,SG,2020-10-15T00:00:00Z,1.35,103.82,,confirmed,57889.0,3.0
229,57901,,,Singapore,SG,2020-10-16T00:00:00Z,1.35,103.82,,confirmed,57892.0,9.0
230,57904,,,Singapore,SG,2020-10-17T00:00:00Z,1.35,103.82,,confirmed,57901.0,3.0
231,57911,,,Singapore,SG,2020-10-18T00:00:00Z,1.35,103.82,,confirmed,57904.0,7.0
232,57915,,,Singapore,SG,2020-10-19T00:00:00Z,1.35,103.82,,confirmed,57911.0,4.0
233,57921,,,Singapore,SG,2020-10-20T00:00:00Z,1.35,103.82,,confirmed,57915.0,6.0
234,57933,,,Singapore,SG,2020-10-21T00:00:00Z,1.35,103.82,,confirmed,57921.0,12.0
235,57941,,,Singapore,SG,2020-10-22T00:00:00Z,1.35,103.82,,confirmed,57933.0,8.0
236,57951,,,Singapore,SG,2020-10-23T00:00:00Z,1.35,103.82,,confirmed,57941.0,10.0
237,57965,,,Singapore,SG,2020-10-24T00:00:00Z,1.35,103.82,,confirmed,57951.0,14.0
238,57970,,,Singapore,SG,2020-10-25T00:00:00Z,1.35,103.82,,confirmed,57965.0,5.0
239,57973,,,Singapore,SG,2020-10-26T00:00:00Z,1.35,103.82,,confirmed,57970.0,3.0
240,57980,,,Singapore,SG,2020-10-27T00:00:00Z,1.35,103.82,,confirmed,57973.0,7.0
241,57987,,,Singapore,SG,2020-10-28T00:00:00Z,1.35,103.82,,confirmed,57980.0,7.0
242,57994,,,Singapore,SG,2020-10-29T00:00:00Z,1.35,103.82,,confirmed,57987.0,7.0
243,58003,,,Singapore,SG,2020-10-30T00:00:00Z,1.35,103.82,,confirmed,57994.0,9.0
244,58015,,,Singapore,SG,2020-10-31T00:00:00Z,1.35,103.82,,confirmed,58003.0,12.0
245,58019,,,Singapore,SG,2020-11-01T00:00:00Z,1.35,103.82,,confirmed,58015.0,4.0
246,58020,,,Singapore,SG,2020-11-02T00:00:00Z,1.35,103.82,,confirmed,58019.0,1.0
247,58029,,,Singapore,SG,2020-11-03T00:00:00Z,1.35,103.82,,confirmed,58020.0,9.0
248,58036,,,Singapore,SG,2020-11-04T00:00:00Z,1.35,103.82,,confirmed,58029.0,7.0
249,58043,,,Singapore,SG,2020-11-05T00:00:00Z,1.35,103.82,,confirmed,58036.0,7.0
250,58047,,,Singapore,SG,2020-11-06T00:00:00Z,1.35,103.82,,confirmed,58043.0,4.0
251,58054,,,Singapore,SG,2020-11-07T00:00:00Z,1.35,103.82,,confirmed,58047.0,7.0
252,58056,,,Singapore,SG,2020-11-08T00:00:00Z,1.35,103.82,,confirmed,58054.0,2.0
253,58064,,,Singapore,SG,2020-11-09T00:00:00Z,1.35,103.82,,confirmed,58056.0,8.0
254,58073,,,Singapore,SG,2020-11-10T00:00:00Z,1.35,103.82,,confirmed,58064.0,9.0
255,58091,,,Singapore,SG,2020-11-11T00:00:00Z,1.35,103.82,,confirmed,58073.0,18.0
256,58102,,,Singapore,SG,2020-11-12T00:00:00Z,1.35,103.82,,confirmed,58091.0,11.0
257,58114,,,Singapore,SG,2020-11-13T00:00:00Z,1.35,103.82,,confirmed,58102.0,12.0
258,58116,,,Singapore,SG,2020-11-14T00:00:00Z,1.35,103.82,,confirmed,58114.0,2.0
259,58119,,,Singapore,SG,2020-11-15T00:00:00Z,1.35,103.82,,confirmed,58116.0,3.0
260,58124,,,Singapore,SG,2020-11-16T00:00:00Z,1.35,103.82,,confirmed,58119.0,5.0
261,58130,,,Singapore,SG,2020-11-17T00:00:00Z,1.35,103.82,,confirmed,58124.0,6.0
262,58135,,,Singapore,SG,2020-11-18T00:00:00Z,1.35,103.82,,confirmed,58130.0,5.0
263,58139,,,Singapore,SG,2020-11-19T00:00:00Z,1.35,103.82,,confirmed,58135.0,4.0
